Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link,Document Type,Source
"Lishko, P.V., Botchkina, I.L., Kirichok, Y.",Progesterone activates the principal Ca 2+ channel of human sperm,2011,Nature,471,7338,,387,392,,56,http://www.scopus.com/inward/record.url?eid=2-s2.0-79952800026&partnerID=40&md5=c83cd71ba102704f2c3d02141ed6d6a8,Article,Scopus
"Lissauer, J.J., Fabrycky, D.C., Ford, E.B., Borucki, W.J., Fressin, F., Marcy, G.W., Orosz, J.A., Rowe, J.F., Torres, G., Welsh, W.F., Batalha, N.M., Bryson, S.T., Buchhave, L.A., Caldwell, D.A., Carter, J.A., Charbonneau, D., Christiansen, J.L., Cochran, W.D., Desert, J.-M., Dunham, E.W., Fanelli, M.N., Fortney, J.J., Gautier Iii, T.N., Geary, J.C., Gilliland, R.L., Haas, M.R., Hall, J.R., Holman, M.J., Koch, D.G., Latham, D.W., Lopez, E., McCauliff, S., Miller, N., Morehead, R.C., Quintana, E.V., Ragozzine, D., Sasselov, D., Short, D.R., Steffen, J.H.","A closely packed system of low-mass, low-density planets transiting Kepler-11",2011,Nature,470,7332,,53,58,,103,http://www.scopus.com/inward/record.url?eid=2-s2.0-79551658020&partnerID=40&md5=48c2d91c2a33c10e81e58eec2f908dd8,Article,Scopus
"Lister, R., Pelizzola, M., Kida, Y.S., Hawkins, R.D., Nery, J.R., Hon, G., Antosiewicz-Bourget, J., Ogmalley, R., Castanon, R., Klugman, S., Downes, M., Yu, R., Stewart, R., Ren, B., Thomson, J.A., Evans, R.M., Ecker, J.R.",Hotspots of aberrant epigenomic reprogramming in human induced pluripotent stem cells,2011,Nature,471,7336,,68,73,,238,http://www.scopus.com/inward/record.url?eid=2-s2.0-79952264847&partnerID=40&md5=303f9f2092cbe685c516f19f40251bc3,Article,Scopus
"Liu, C., Yang, X.V., Wu, J., Kuei, C., Mani, N.S., Zhang, L., Yu, J., Sutton, S.W., Qin, N., Banie, H., Karlsson, L., Sun, S., Lovenberg, T.W.",Oxysterols direct B-cell migration through EBI2,2011,Nature,475,7357,,519,523,,21,http://www.scopus.com/inward/record.url?eid=2-s2.0-79960908110&partnerID=40&md5=d4514c02afba9c59beae38924186853b,Article,Scopus
"Liu, G.-H., Barkho, B.Z., Ruiz, S., Diep, D., Qu, J., Yang, S.-L., Panopoulos, A.D., Suzuki, K., Kurian, L., Walsh, C., Thompson, J., Boue, S., Fung, H.L., Sancho-Martinez, I., Zhang, K., Iii, J.Y., Belmonte, J.C.I.",Recapitulation of premature ageing with iPSCs from Hutchinson-Gilford progeria syndrome,2011,Nature,472,7342,,221,227,,65,http://www.scopus.com/inward/record.url?eid=2-s2.0-79954626173&partnerID=40&md5=e646df8e7877586cef87055aa42b90e7,Article,Scopus
"Liu, J., Renault, L., Veaute, X., Fabre, F., Stahlberg, H., Heyer, W.-D.",Rad51 paralogues Rad55-Rad57 balance the antirecombinase Srs2 in Rad51 filament formation,2011,Nature,479,7372,,245,248,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-80855132890&partnerID=40&md5=5e5c566b8e7e7f2bdd4e25439a36b216,Article,Scopus
"Liu, J., Steiner, M., Dunlop, J.A., Keupp, H., Shu, D., Ou, Q., Han, J., Zhang, Z., Zhang, X.",An armoured Cambrian lobopodian from China with arthropod-like appendages,2011,Nature,470,7335,,526,530,,10,http://www.scopus.com/inward/record.url?eid=2-s2.0-79952137524&partnerID=40&md5=93625b09ec61df89fa3b5688bf5daf55,Article,Scopus
"Liu, M., Yin, X., Ulin-Avila, E., Geng, B., Zentgraf, T., Ju, L., Wang, F., Zhang, X.",A graphene-based broadband optical modulator,2011,Nature,474,7349,,64,67,,72,http://www.scopus.com/inward/record.url?eid=2-s2.0-79957930554&partnerID=40&md5=9dc18276c854fe4c5aa47f10fd28e5c4,Article,Scopus
"Liu, Y.-Y., Slotine, J.-J., Barabási, A.-L.",Controllability of complex networks,2011,Nature,473,7346,,167,173,,66,http://www.scopus.com/inward/record.url?eid=2-s2.0-79955879494&partnerID=40&md5=f2d9b7651d33215357b73bb2d1d9b017,Article,Scopus
"Liu, Y., Jiang, Y.-A., Si, Y., Kim, J.-Y., Chen, Z.-F., Rao, Y.",Molecular regulation of sexual preference revealed by genetic studies of 5-HT in the brains of male mice,2011,Nature,472,7341,,95,100,,11,http://www.scopus.com/inward/record.url?eid=2-s2.0-79953733493&partnerID=40&md5=6ce809f6052e7704baa1c3a97b689606,Article,Scopus
"Lizak, C., Gerber, S., Numao, S., Aebi, M., Locher, K.P.",X-ray structure of a bacterial oligosaccharyltransferase,2011,Nature,474,7351,,350,356,,26,http://www.scopus.com/inward/record.url?eid=2-s2.0-79959191882&partnerID=40&md5=59013cb6675c8e8679ed615fd4124dc4,Article,Scopus
"Lobino, M., O'Brien, J.L.",Quantum photonics: Entangled photons on a chip,2011,Nature,469,7328,,43,44,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-78650992567&partnerID=40&md5=718e2d51789305c5b43a19acf0d016c6,Article,Scopus
"Locke, D.P., Hillier, L.W., Warren, W.C., Worley, K.C., Nazareth, L.V., Muzny, D.M., Yang, S.-P., Wang, Z., Chinwalla, A.T., Minx, P., Mitreva, M., Cook, L., Delehaunty, K.D., Fronick, C., Schmidt, H., Fulton, L.A., Fulton, R.S., Nelson, J.O., Magrini, V., Pohl, C., Graves, T.A., Markovic, C., Cree, A., Dinh, H.H., Hume, J., Kovar, C.L., Fowler, G.R., Lunter, G., Meader, S., Heger, A., Ponting, C.P., Marques-Bonet, T., Alkan, C., Chen, L., Cheng, Z., Kidd, J.M., Eichler, E.E., White, S., Searle, S., Vilella, A.J., Chen, Y., Flicek, P., Ma, J., Raney, B., Suh, B., Burhans, R., Herrero, J., Haussler, D., Faria, R., Fernando, O., Darré, F., Farré, D., Gazave, E., Oliva, M., Navarro, A., Roberto, R., Capozzi, O., Archidiacono, N., Valle, G.D., Purgato, S., Rocchi, M., Konkel, M.K., Walker, J.A., Ullmer, B., Batzer, M.A., Smit, A.F.A., Hubley, R., Casola, C., Schrider, D.R., Hahn, M.W., Quesada, V., Puente, X.S., Ordõez, G.R., Ĺpez-Otín, C., Vinar, T., Brejova, B., Ratan, A., Harris, R.S., Miller, W., Kosiol, C., Lawson, H.A., Taliwal, V., Martins, A.L., Siepel, A., Roychoudhury, A., Ma, X., Degenhardt, J., Bustamante, C.D., Gutenkunst, R.N., Mailund, T., Dutheil, J.Y., Hobolth, A., Schierup, M.H., Ryder, O.A., Yoshinaga, Y., De Jong, P.J., Weinstock, G.M., Rogers, J., Mardis, E.R., Gibbs, R.A., Wilson, R.K.",Comparative and demographic analysis of orang-utan genomes,2011,Nature,469,7331,,529,533,,52,http://www.scopus.com/inward/record.url?eid=2-s2.0-79251553493&partnerID=40&md5=9e78d11c94be4ccc404177933fd942c0,Article,Scopus
"Lockner, D.A., Morrow, C., Moore, D., Hickman, S.",Low strength of deep San Andreas fault gouge from SAFOD core,2011,Nature,472,7341,,82,86,,25,http://www.scopus.com/inward/record.url?eid=2-s2.0-79953738610&partnerID=40&md5=bf747f7656291212191bc0e7096e1087,Article,Scopus
"Lok, C.",From monsters to molecules,2011,Nature,477,7364,,359,361,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-80054688106&partnerID=40&md5=4a4240e71784f3b128096b37bc05b5a1,Article,Scopus
"Lok, C.",Vaccines: His best shot,2011,Nature,473,7348,,439,441,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-79957622779&partnerID=40&md5=2dc40ad080f03a3564abb4f159634d7c,Article,Scopus
"Lok, C.",Vision science: Seeing without seeing,2011,Nature,469,7330,,284,285,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-78751663046&partnerID=40&md5=393db315691cd1aa071138a8031f8701,Article,Scopus
"Lorch, J.M., Meteyer, C.U., Behr, M.J., Boyles, J.G., Cryan, P.M., Hicks, A.C., Ballmann, A.E., Coleman, J.T.H., Redell, D.N., Reeder, D.M., Blehert, D.S.",Experimental infection of bats with Geomyces destructans causes white-nose syndrome,2011,Nature,480,7377,,376,378,,15,http://www.scopus.com/inward/record.url?eid=2-s2.0-83555174961&partnerID=40&md5=502a41ac70d515bf5c06615886a0d4ae,Article,Scopus
"Lord, C.",Epidemiology: How common is autism?,2011,Nature,474,7350,,166,168,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-79958255914&partnerID=40&md5=ddcff607d2bd36fceed9baa33b7b531f,Article,Scopus
"Lord, C., Bhandari, D., Menon, S., Ghassemian, M., Nycz, D., Hay, J., Ghosh, P., Ferro-Novick, S.",Sequential interactions with Sec23 control the direction of vesicle traffic,2011,Nature,473,7346,,181,186,,16,http://www.scopus.com/inward/record.url?eid=2-s2.0-79955880405&partnerID=40&md5=aa474181518f09e5159c992c65d151c5,Article,Scopus
"Lorenzen, E.D., Nogués-Bravo, D., Orlando, L., Weinstock, J., Binladen, J., Marske, K.A., Ugan, A., Borregaard, M.K., Gilbert, M.T.P., Nielsen, R., Ho, S.Y.W., Goebel, T., Graf, K.E., Byers, D., Stenderup, J.T., Rasmussen, M., Campos, P.F., Leonard, J.A., Koepfli, K.-P., Froese, D., Zazula, G., Stafford Jr., T.W., Aaris-Sørensen, K., Batra, P., Haywood, A.M., Singarayer, J.S., Valdes, P.J., Boeskorov, G., Burns, J.A., Davydov, S.P., Haile, J., Jenkins, D.L., Kosintsev, P., Kuznetsova, T., Lai, X., Martin, L.D., McDonald, H.G., Mol, D., Meldgaard, M., Munch, K., Stephan, E., Sablin, M., Sommer, R.S., Sipko, T., Scott, E., Suchard, M.A., Tikhonov, A., Willerslev, R., Wayne, R.K., Cooper, A., Hofreiter, M., Sher, A., Shapiro, B., Rahbek, C., Willerslev, E.",Species-specific responses of Late Quaternary megafauna to climate and humans,2011,Nature,479,7373,,359,364,,15,http://www.scopus.com/inward/record.url?eid=2-s2.0-81555200041&partnerID=40&md5=2e0bd6b4aa48124176e8086174506d37,Article,Scopus
"Losos, J.B., Pringle, R.M.","Competition, predation and natural selection in island lizards",2011,Nature,475,7355,,E1,E2,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-79960390587&partnerID=40&md5=6fd459dd1fd4035b07c9e4cfed632109,Article,Scopus
"Lowry, A.R., Pérez-Gussinyé, M.",The role of crustal quartz in controlling Cordilleran deformation,2011,Nature,471,7338,,353,359,,6,http://www.scopus.com/inward/record.url?eid=2-s2.0-79952808852&partnerID=40&md5=b960216ae4b5e0f9329e1aa82ef35da2,Article,Scopus
"Lu, F., Li, S., Jiang, Y., Jiang, J., Fan, H., Lu, G., Deng, D., Dang, S., Zhang, X., Wang, J., Yan, N.",Structure and mechanism of the uracil transporter UraA,2011,Nature,472,7342,,243,247,,10,http://www.scopus.com/inward/record.url?eid=2-s2.0-79954573127&partnerID=40&md5=fd87188e5eb720e763bf5db4813deef1,Article,Scopus
"Lubick, N.",Earthquakes from the ocean: Danger zones,2011,Nature,476,7361,,391,392,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-80052039065&partnerID=40&md5=edc3df43e3bea0c7d7078c74d01d3a62,Article,Scopus
"Lucanic, M., Held, J.M., Vantipalli, M.C., Klang, I.M., Graham, J.B., Gibson, B.W., Lithgow, G.J., Gill, M.S.",N-acylethanolamine signalling mediates the effect of diet on lifespan in Caenorhabditis elegans,2011,Nature,473,7346,,226,229,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-79955910864&partnerID=40&md5=654275d62a0586a6cab092b8f85e388c,Article,Scopus
"Lundeen, J.S., Sutherland, B., Patel, A., Stewart, C., Bamber, C.",Direct measurement of the quantum wavefunction,2011,Nature,474,7350,,188,191,,20,http://www.scopus.com/inward/record.url?eid=2-s2.0-79958275316&partnerID=40&md5=cd65324cc18bea5096518e32fd9d9e77,Article,Scopus
"Luo, J.-J.",Climate science: Ocean dynamics not required?,2011,Nature,477,7366,,544,546,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-80053379233&partnerID=40&md5=a84f04a0468f095d9b298fcc79bb8b48,Article,Scopus
"Luo, Z.-X., Yuan, C.-X., Meng, Q.-J., Ji, Q.",A Jurassic eutherian mammal and divergence of marsupials and placentals,2011,Nature,476,7361,,442,445,,24,http://www.scopus.com/inward/record.url?eid=2-s2.0-80052063301&partnerID=40&md5=784bcdb63016e6ad352bdfda72df0ce9,Article,Scopus
"Luther, S., Fenton, F.H., Kornreich, B.G., Squires, A., Bittihn, P., Hornung, D., Zabel, M., Flanders, J., Gladuli, A., Campoy, L., Cherry, E.M., Luther, G., Hasenfuss, G., Krinsky, V.I., Pumir, A., Gilmour, R.F., Bodenschatz, E.",Low-energy control of electrical turbulence in the heart,2011,Nature,475,7355,,235,239,,20,http://www.scopus.com/inward/record.url?eid=2-s2.0-79960429417&partnerID=40&md5=22c0e17fff13fd04704454055706375d,Article,Scopus
"Lynch, V.J., May, G., Wagner, G.P.",Regulatory evolution through divergence of a phosphoswitch in the transcription factor CEBPB,2011,Nature,480,7377,,383,386,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-83555162573&partnerID=40&md5=1d34bc25b78811702f3e5dde36b12dd1,Article,Scopus
"Lyons, T.W., Reinhard, C.T.",Earth science: Sea change for the rise of oxygen,2011,Nature,478,7368,,194,195,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-80054021662&partnerID=40&md5=f8b23a4d19cd66459f0d1810a28084e7,Article,Scopus
"Mühlebach, M.D., Mateo, M., Sinn, P.L., Prüfer, S., Uhlig, K.M., Leonard, V.H.J., Navaratnarajah, C.K., Frenzke, M., Wong, X.X., Sawatsky, B., Ramachandran, S., McCray Jr., P.B., Cichutek, K., Von Messling, V., Lopez, M., Cattaneo, R.",Adherens junction protein nectin-4 is the epithelial receptor for measles virus,2011,Nature,480,7378,,530,533,,28,http://www.scopus.com/inward/record.url?eid=2-s2.0-84355161614&partnerID=40&md5=0358b25845267ece3013e6edb266c48f,Article,Scopus
"Müller, J., Hipsley, C.A., Head, J.J., Kardjilov, N., Hilger, A., Wuttke, M., Reisz, R.R.",Eocene lizard from Germany reveals amphisbaenian origins,2011,Nature,473,7347,,364,367,,7,http://www.scopus.com/inward/record.url?eid=2-s2.0-79956327972&partnerID=40&md5=21aef9f8c29810ddb8c53f94889b3ecb,Article,Scopus
"MacHeboeuf, P., Buffalo, C., Fu, C.-Y., Zinkernagel, A.S., Cole, J.N., Johnson, J.E., Nizet, V., Ghosh, P.",Streptococcal M1 protein constructs a pathological host fibrinogen network,2011,Nature,472,7341,,64,70,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-79953746881&partnerID=40&md5=79d18d73d6a11430ef84170354c63a65,Article,Scopus
"Mack, M.C., Bret-Harte, M.S., Hollingsworth, T.N., Jandt, R.R., Schuur, E.A.G., Shaver, G.R., Verbyla, D.L.",Carbon loss from an unprecedented Arctic tundra wildfire,2011,Nature,475,7357,,489,492,,6,http://www.scopus.com/inward/record.url?eid=2-s2.0-79960929362&partnerID=40&md5=b07bcf2c52fe7215c86dacd02ba472f9,Article,Scopus
"MacKelprang, R., Waldrop, M.P., Deangelis, K.M., David, M.M., Chavarria, K.L., Blazewicz, S.J., Rubin, E.M., Jansson, J.K.",Metagenomic analysis of a permafrost microbial community reveals a rapid response to thaw,2011,Nature,480,7377,,368,371,,7,http://www.scopus.com/inward/record.url?eid=2-s2.0-83555174830&partnerID=40&md5=7ce59ce1b7330b7604094e7c3542c65e,Article,Scopus
"MacKereth, C.D., Madl, T., Bonnal, S., Simon, B., Zanier, K., Gasch, A., Rybin, V., Valcárcel, J., Sattler, M.",Multi-domain conformational selection underlies pre-mRNA splicing regulation by U2AF,2011,Nature,475,7356,,408,413,,11,http://www.scopus.com/inward/record.url?eid=2-s2.0-79960646885&partnerID=40&md5=f9cfffa27ac9034c448eef8b5a107e48,Article,Scopus
"Madhusudhan, N., Harrington, J., Stevenson, K.B., Nymeyer, S., Campo, C.J., Wheatley, P.J., Deming, D., Blecic, J., Hardy, R.A., Lust, N.B., Anderson, D.R., Collier-Cameron, A., Britt, C.B.T., Bowman, W.C., Hebb, L., Hellier, C., Maxted, P.F.L., Pollacco, D., West, R.G.",A high C/O ratio and weak thermal inversion in the atmosphere of exoplanet WASP-12b,2011,Nature,469,7328,,64,67,,33,http://www.scopus.com/inward/record.url?eid=2-s2.0-78650990935&partnerID=40&md5=f3003cc07ff274fa0336dc1f3bc281a5,Article,Scopus
"Maekawa, M., Yamaguchi, K., Nakamura, T., Shibukawa, R., Kodanaka, I., Ichisaka, T., Kawamura, Y., Mochizuki, H., Goshima, N., Yamanaka, S.",Direct reprogramming of somatic cells is promoted by maternal transcription factor Glis1,2011,Nature,474,7350,,225,228,,38,http://www.scopus.com/inward/record.url?eid=2-s2.0-79958292714&partnerID=40&md5=8d055f66c87d97027926e72a3a019923,Article,Scopus
"Maher, B.",Human genetics: Genomes on prescription,2011,Nature,478,7367,,22,24,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-80053892357&partnerID=40&md5=8fe88d4789ff59d52da48068de9556d8,Article,Scopus
"Maillet, F., Poinsot, V., André, O., Puech-Pagés, V., Haouy, A., Gueunier, M., Cromer, L., Giraudet, D., Formey, D., Niebel, A., Martinez, E.A., Driguez, H., Bécard, G., Dénarié, J.",Fungal lipochitooligosaccharide symbiotic signals in arbuscular mycorrhiza,2011,Nature,469,7328,,58,64,,73,http://www.scopus.com/inward/record.url?eid=2-s2.0-78650994503&partnerID=40&md5=ce6b19d2f1609f83dc2d71d277b7982f,Article,Scopus
"Mair, W., Morantte, I., Rodrigues, A.P.C., Manning, G., Montminy, M., Shaw, R.J., Dillin, A.",Lifespan extension induced by AMPK and calcineurin is mediated by CRTC-1 and CREB,2011,Nature,470,7334,,404,408,,25,http://www.scopus.com/inward/record.url?eid=2-s2.0-79951787452&partnerID=40&md5=e1c36beb1c22cd5d85ebcc0241009cb7,Article,Scopus
"Malenka, R.C., Malinow, R.",Alzheimer's disease: Recollection of lost memories,2011,Nature,469,7328,,44,45,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-78650989948&partnerID=40&md5=3aff481b8b1219139c9781219ea8240d,Article,Scopus
"Mallet, J., Dasmahapatra, K.",Evolutionary biology: Catfish mimics,2011,Nature,469,7328,,41,42,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-78650993402&partnerID=40&md5=d380c186287f43e7ef7968da4f4c6f3d,Article,Scopus
"Mandavilli, A.",Peer review: Trial by Twitter,2011,Nature,469,7330,,286,287,,17,http://www.scopus.com/inward/record.url?eid=2-s2.0-78751670548&partnerID=40&md5=a2cdffaaf8a8b61ebbec6ce7e5285b25,Article,Scopus
"Mann, A.",Cosmology: The hunting of the dark,2011,Nature,471,7339,,433,435,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-79953035716&partnerID=40&md5=2b0a5daae5b5c5f03adfeb028b741459,Article,Scopus
"Mann, A.",Brazil ignites telescope race,2011,Nature,469,7331,,451,452,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-79251581906&partnerID=40&md5=a86089720850849e76b28f544cb13c20,Article,Scopus
"Manney, G.L., Santee, M.L., Rex, M., Livesey, N.J., Pitts, M.C., Veefkind, P., Nash, E.R., Wohltmann, I., Lehmann, R., Froidevaux, L., Poole, L.R., Schoeberl, M.R., Haffner, D.P., Davies, J., Dorokhov, V., Gernandt, H., Johnson, B., Kivi, R., Kyrö, E., Larsen, N., Levelt, P.F., Makshtas, A., McElroy, C.T., Nakajima, H., Parrondo, M.C., Tarasick, D.W., Von Der Gathen, P., Walker, K.A., Zinoviev, N.S.",Unprecedented Arctic ozone loss in 2011,2011,Nature,478,7370,,469,475,,23,http://www.scopus.com/inward/record.url?eid=2-s2.0-80054990799&partnerID=40&md5=8088485cd76cb94250c25499469a05ef,Article,Scopus
"Marchant, J.",Spring comes to ancient Egypt,2011,Nature,479,7374,,464,467,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-81855225841&partnerID=40&md5=dd80df9222c787ffb1d9b3dd2ae094c3,Article,Scopus
"Marchant, J.",'Flawed' infant death papers not retracted,2011,Nature,476,7360,,263,264,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-80051941090&partnerID=40&md5=c092d2bf64b99a199a7745dac48e7020,Article,Scopus
"Marchant, J.",Ancient DNA: Curse of the Pharaoh's DNA,2011,Nature,472,7344,,404,406,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-79955542836&partnerID=40&md5=fdb430b14320d882a9d37c8847c684d2,Article,Scopus
"Mariappan, M., Mateja, A., Dobosz, M., Bove, E., Hegde, R.S., Keenan, R.J.",The mechanism of membrane-associated steps in tail-anchored protein insertion,2011,Nature,477,7362,,61,69,,10,http://www.scopus.com/inward/record.url?eid=2-s2.0-80052407064&partnerID=40&md5=e9799ef013cbd0b7c43393f41f3a8953,Article,Scopus
"Marquardt, F.",Quantum mechanics: The gentle cooling touch of light,2011,Nature,478,7367,,47,48,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-80053916624&partnerID=40&md5=4e6fa9b825b244e3ff84653407f1d227,Article,Scopus
"Marris, E.",Evolution: Darwin's city,2011,Nature,474,7350,,146,149,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-79958251961&partnerID=40&md5=82a132bb6fa116863f3bbcf2618277d1,Article,Scopus
"Marris, E.",The end of the wild,2011,Nature,469,7329,,150,152,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-79952221493&partnerID=40&md5=67ed4cff17f973cc2abeb4705156c2ed,Article,Scopus
"Martínez-Garcia, A., Rosell-Melé, A., Jaccard, S.L., Geibert, W., Sigman, D.M., Haug, G.H.",Southern Ocean dust-climate coupling over the past four million years,2011,Nature,476,7360,,312,315,,13,http://www.scopus.com/inward/record.url?eid=2-s2.0-80051933336&partnerID=40&md5=6837cdce6c0e6e3b70948b2d8be884d0,Article,Scopus
"Mascarelli, A.L.",Juggling act,2011,Nature,472,7342,,249,251,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-79958273291&partnerID=40&md5=dcaa2d48d6cfdec38aa7d5dbd91ad7bf,Article,Scopus
"Massel, F., Heikkilä, T.T., Pirkkalainen, J.-M., Cho, S.U., Saloniemi, H., Hakonen, P.J., Sillanpää, M.A.",Microwave amplification with nanomechanical resonators,2011,Nature,480,7377,,351,354,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-83455234852&partnerID=40&md5=b792f5c4831a9555e0786dbaf933d4ad,Article,Scopus
"Matson, C.K., Murphy, M.W., Sarver, A.L., Griswold, M.D., Bardwell, V.J., Zarkower, D.",DMRT1 prevents female reprogramming in the postnatal mammalian testis,2011,Nature,476,7358,,101,105,,27,http://www.scopus.com/inward/record.url?eid=2-s2.0-79961170806&partnerID=40&md5=f1c9306ff303a83b70dcaca2401123fb,Article,Scopus
"Matsunaga, N., Kawadu, T., Nishiyama, S., Nagayama, T., Kobayashi, N., Tamura, M., Bono, G., Feast, M.W., Nagata, T.",Three classical Cepheid variable stars in the nuclear bulge of the Milky Way,2011,Nature,477,7363,,188,190,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-80052581221&partnerID=40&md5=4a1de1d11af477430ab77c390c0f2c49,Article,Scopus
"Matsuoka, R.L., Nguyen-Ba-Charvet, K.T., Parray, A., Badea, T.C., Chédotal, A., Kolodkin, A.L.",Transmembrane semaphorin signalling controls laminar stratification in the mammalian retina,2011,Nature,470,7333,,259,264,,30,http://www.scopus.com/inward/record.url?eid=2-s2.0-79951510827&partnerID=40&md5=ca7339ce2f354a258754400ecfe6306e,Article,Scopus
"Maxmen, A.",Careers,2011,Nature,480,7375,,139,141,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84857414665&partnerID=40&md5=6ef208e5867f1b41b8f3e3557e579732,Article,Scopus
"Maxmen, A.",Translational research: The American way,2011,Nature,478,7368 SUPPL.,,S16,S18,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-80053972082&partnerID=40&md5=ef7c5f3d38129a0b532760ad788a826b,Article,Scopus
"Maxmen, A.",The vitamin D-lemma,2011,Nature,475,7354,,23,25,,10,http://www.scopus.com/inward/record.url?eid=2-s2.0-80051742470&partnerID=40&md5=90bdbd1cd4e3b5eefd1d3438cf042c68,Article,Scopus
"Maxmen, A.",Pharmacogenomics: Playing the odds,2011,Nature,474,7350 SUPPL.,,S9,S10,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-79958865863&partnerID=40&md5=7f0265840b5274aeb5e3fb68069a6441,Article,Scopus
"Maxmen, A.",Evolution: A can of worms,2011,Nature,470,7333,,161,162,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-79951507363&partnerID=40&md5=6124fc18a1668c103719a47364d2e7bd,Article,Scopus
"Mazzarello, P.",Museums: Stripped assets,2011,Nature,480,7375,,36,38,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-82555181649&partnerID=40&md5=c881016541080ef26084f8229e1ba737,Article,Scopus
"McClung, C.R.",Plant biology: Defence at dawn,2011,Nature,470,7332,,44,45,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-79551676307&partnerID=40&md5=e00c9a8520bae7659ac62f7325c2787c,Article,Scopus
"Mcconnell, N.J., Ma, C.-P., Gebhardt, K., Wright, S.A., Murphy, J.D., Lauer, T.R., Graham, J.R., Richstone, D.O.",Two ten-billion-solar-mass black holes at the centres of giant elliptical galaxies,2011,Nature,480,7376,,215,218,,18,http://www.scopus.com/inward/record.url?eid=2-s2.0-83055180186&partnerID=40&md5=cc0ac569a98f21e53dc80fea689c1a0e,Article,Scopus
"McCook, A.",Death of a pathology centre: Shelved,2011,Nature,476,7360,,270,272,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-80051929350&partnerID=40&md5=b085380657435902f2b534829e025f33,Article,Scopus
"Mccook, A.",On the right path,2011,Nature,474,7353,,667,669,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-79960086409&partnerID=40&md5=414beac5fa3a314a12fb014ceef75255,Article,Scopus
"McCook, A.",Education: Rethinking PhDs,2011,Nature,472,7343,,280,282,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-79955439846&partnerID=40&md5=813ae5dabd899a7b3af2f7c8c40524b2,Article,Scopus
"McDermott-Roe, C., Ye, J., Ahmed, R., Sun, X.-M., Serafín, A., Ware, J., Bottolo, L., Muckett, P., Cañas, X., Zhang, J., Rowe, G.C., Buchan, R., Lu, H., Braithwaite, A., Mancini, M., Hauton, D., Martí, R., Garcí-Arumí, E., Hubner, N., Jacob, H., Serikawa, T., Zidek, V., Papousek, F., Kolar, F., Cardona, M., Ruiz-Meana, M., García-Dorado, D., Comella, J.X., Felkin, L.E., Barton, P.J.R., Arany, Z., Pravenec, M., Petretto, E., Sanchis, D., Cook, S.A.",Endonuclease G is a novel determinant of cardiac hypertrophy and mitochondrial function,2011,Nature,478,7367,,114,118,,6,http://www.scopus.com/inward/record.url?eid=2-s2.0-80053897262&partnerID=40&md5=35c7ce8c67af866c55421a3604947302,Article,Scopus
"McGowan, K.",Masterclass: The gathering brainstorm,2011,Nature,478,7368 SUPPL.,,S19,S20,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-80054005252&partnerID=40&md5=b63652e39f05fc8a44baf68740affdd2,Article,Scopus
"McGrath, P.T., Xu, Y., Ailion, M., Garrison, J.L., Butcher, R.A., Bargmann, C.I.",Parallel evolution of domesticated Caenorhabditis species targets pheromone receptor genes,2011,Nature,477,7364,,321,325,,18,http://www.scopus.com/inward/record.url?eid=2-s2.0-80052849829&partnerID=40&md5=6dec18037f1c3d0f770eebcd0f6041ed,Article,Scopus
